id_cliente;age;state;first_purchased_product;product_b_total_qty;product_c_total_qty;product_a_total_qty;product_b_total_value;product_c_total_value;product_a_total_value
241769;34;RJ;;;;;;;
241789;43;MG;b;9;;;16;;
241816;42;SP;;;;;;;
241825;46;SP;;;;;;;
241829;22;PE;b;11;;;666;;
241836;28;SP;a;4;;9;8;;24
241862;9;MG;b;27;7;;128;474,9;
241912;33;SP;a;17;;8;665;;18
241914;34;CE;b;8;4;;10;679,1;
241926;34;SP;;;;;;;
241978;45;GO;;;;;;;
241983;32;TO;;;;;;;
242014;33;MT;b;18;2;;1365;232,96;
242048;43;PE;c;;18;;;999,78;
242099;52;SP;;;;;;;
242100;39;MT;b;17;;;126;;
242108;25;MG;b;4;;;2;;
242113;37;SP;b;5;12;;0;724,89;
242125;30;CE;a;;;6;;;0
242132;50;BA;b;9;9;;584;591,24;
242142;37;DF;;;;;;;
242154;24;MG;b;6;;;0;;
242157;38;RJ;a;6;;7;0;;16
242188;37;SP;;;;;;;
242199;37;SP;b;10;;;8;;
242204;30;PE;;;;;;;
242237;34;MG;b;17;;;825;;
242257;52;RS;;;;;;;
242273;8;GO;;;;;;;
242311;38;MT;b;9;13;;114;912,84;
242324;7;PE;;;;;;;
242341;32;GO;;;;;;;
242347;24;MG;;;;;;;
242370;36;SP;b;11;;;8;;
242382;29;SP;;;;;;;
242389;22;MG;;;;;;;
242397;48;SP;b;10;;;64;;
242398;7;RJ;b;4;;;10;;
242400;26;TO;b;12;3;;10;372,7;
242412;36;RJ;b;17;;;245;;
242422;36;SP;;;;;;;
242434;28;SP;b;11;;;42;;
242456;47;RJ;b;16;;;2;;
242461;33;SP;a;4;2;11;25;384,93;27
242470;35;SP;a;4;11;4;84;674,85;35
242477;26;SP;b;10;10;;12;36;
242485;43;AM;b;6;;;10;;
242493;48;BA;b;17;;;1160;;
242504;36;BA;;;;;;;
242513;37;MG;c;;9;;;418,95;
242545;9;MG;;;;;;;
242549;27;RS;b;8;;;18;;
242553;31;PA;;;;;;;
242555;28;SP;b;4;;;0;;
242557;46;SP;c;;8;;;2506,56;
242559;30;MG;b;7;;;30;;
242564;45;MA;;;;;;;
242568;47;SP;b;14;13;;115;3355,52;
242586;31;RJ;;;;;;;
242588;23;MG;;;;;;;
242597;34;MT;a;14;;10;0;;4
242620;42;SP;b;6;11;;110;59,98;
242621;2;SP;;;;;;;
242628;26;BA;b;8;2;;110;838,08;
242661;33;PA;b;20;;;22;;
242664;35;BA;b;20;;;470;;
242665;25;SP;;;;;;;
242668;32;GO;;;;;;;
242673;42;BA;;;;;;;
242686;41;BA;c;;14;;;1903,28;
242711;43;SP;b;23;;;3195;;
242718;36;SP;a;;;11;;;8
242726;43;SP;a;;4;2;;1570,65;12
242733;42;BA;c;;2;;;4512,96;
242742;32;SP;a;10;6;3;8;187,3;15
242759;32;DF;b;10;9;;72;967,82;
242761;29;MG;;;;;;;
242763;26;RS;;;;;;;
242764;32;RS;;;;;;;
242782;35;MG;;;;;;;
242803;44;SP;b;4;6;;0;43,2;
242813;54;GO;;;;;;;
242827;28;MG;b;3;;;100;;
242828;28;SP;;;;;;;
242830;36;SP;;;;;;;
242834;37;MG;b;10;;;270;;
242837;37;RN;;;;;;;
242851;41;PR;a;;10;10;;660;15
242871;43;PE;b;5;;;125;;
242877;41;PE;b;22;4;;190;269,94;
242885;36;PE;;;;;;;
242898;30;MG;b;11;;;125;;
242901;36;SP;;;;;;;
242908;24;AM;a;6;;4;8;;18
242913;51;RS;b;23;;;440;;
242936;30;SP;b;22;6;;153;0;
242940;32;PE;b;6;;;0;;
242942;47;GO;;;;;;;
242959;40;SP;c;;9;;;896,48;
242965;24;SP;b;5;6;;12;96,32;
242968;5;SP;;;;;;;
242978;37;BA;;;;;;;
242982;57;PR;;;;;;;
242989;40;BA;b;14;;;24;;
242995;47;SP;;;;;;;
243008;43;RS;a;7;4;7;28;279,3;21
243075;44;MG;;;;;;;
243077;44;SP;c;;15;;;2619,4;
243117;38;GO;c;;1;;;286,5;
243164;45;MG;;;;;;;
243219;10;GO;;;;;;;
243230;43;RJ;a;8;4;4;4;248,04;0
243236;51;BA;b;26;5;;1855;271,46;
243259;36;MG;b;2;;;125;;
243268;44;PE;;;;;;;
243272;23;BA;b;4;;;14;;
243279;32;BA;;;;;;;
243299;47;MG;b;5;;;30;;
243336;46;PA;b;9;11;;4;2471,49;
243349;27;MG;;;;;;;
243402;25;BA;;;;;;;
243403;27;MG;b;8;;;5;;
243404;39;MT;;;;;;;
243411;42;SP;b;9;9;;46;0;
243440;41;SP;a;;;29;;;340
243446;35;SP;b;14;;;170;;
243467;26;GO;b;23;11;;444;594,65;
243484;4;DF;a;;;10;;;48
243485;33;ES;b;10;5;;10;674,08;
243487;33;BA;;;;;;;
243498;33;BA;b;11;12;;85;1485,72;
243505;34;PB;;;;;;;
243520;32;MA;b;9;;;2;;
243553;34;RJ;;;;;;;
243556;42;MG;;;;;;;
243565;30;SP;a;7;;8;528;;16
243571;53;PE;a;;11;5;;2648,22;0
243591;33;PE;;;;;;;
243597;52;SP;a;10;12;14;475;473,64;12
243599;47;SP;;;;;;;
243611;24;AM;b;6;;;27;;
243622;39;CE;;;;;;;
243633;31;BA;b;13;;;18;;
243640;31;BA;b;6;;;18;;
243645;54;RJ;b;7;;;85;;
243655;1;SC;b;9;;;210;;
243671;2;MG;b;1;22;;135;5075,44;
243682;40;SP;;;;;;;
243686;33;RS;;;;;;;
243692;25;RJ;b;9;;;729;;
243695;34;PR;;;;;;;
243712;37;MS;;;;;;;
243714;38;PE;;;;;;;
243725;42;BA;b;15;7;;330;1574,8;
243737;46;RN;b;44;;;96;;
243750;33;SE;;;;;;;
243769;37;PE;b;6;10;;4;793,32;
243784;38;PA;b;10;;;520;;
243801;42;ES;b;3;;;6;;
243805;47;SP;;;;;;;
243807;41;PA;b;2;;;16;;
243836;37;RS;a;5;;1;10;;6
243839;46;CE;b;4;11;;35;1335,4;
243844;30;BA;b;9;;;36;;
243846;0;PR;c;;8;;;1525,96;
243864;47;TO;;;;;;;
243865;3;PR;;;;;;;
243869;33;PI;;;;;;;
243882;2;PR;;;;;;;
243884;40;BA;b;8;12;;6;1604,75;
243902;26;SE;;;;;;;
243915;29;SP;a;6;;5;0;;64
243944;48;PR;b;5;16;;5;693;
243950;33;MG;b;1;14;;10;688,95;
243955;41;SP;b;2;;;6;;
243964;33;SP;;;;;;;
243995;34;MG;a;12;;7;18;;12
244040;50;CE;;;;;;;
244043;42;BA;b;7;;;14;;
244056;48;SP;;;;;;;
244066;5;RJ;b;11;5;;4;822,96;
244074;52;PE;b;27;;;1572;;
244100;45;BA;a;5;4;8;60;2,72;719,1
244107;41;CE;;;;;;;
244114;27;SP;;;;;;;
244123;32;SP;b;2;;;339;;
244126;9;SP;a;;;10;;;288
244127;48;AL;b;8;9;;60;450,84;
244128;5;SC;c;;10;;;479,92;
244138;47;BA;b;8;;;70;;
244138;49;BA;b;6;;;0;;
244139;35;MG;b;10;;;48;;
244146;29;BA;b;4;;;138;;
244174;44;AL;;;;;;;
244175;6;SC;b;27;;;1925;;
244199;44;SP;;;;;;;
244213;47;SP;;;;;;;
244249;46;PE;;;;;;;
244262;23;DF;b;16;8;;228;0;
244282;51;BA;b;6;12;;6;715,28;
244302;43;SP;b;10;;;54;;
244304;47;SC;b;31;;;273;;
244312;42;SP;;;;;;;
244337;1;GO;;;;;;;
244369;37;PE;b;7;;;90;;
244370;37;RJ;b;3;5;;8;88,6;
244427;39;BA;b;4;;;0;;
244460;35;BA;;;;;;;
244472;36;BA;b;9;2;;4;117,04;
244485;31;SP;;;;;;;
244492;49;SE;b;16;13;;36;116,76;
244526;33;SP;b;8;;;48;;
244530;44;PR;;;;;;;
244549;34;SP;;;;;;;
244555;48;PE;;;;;;;
244562;45;GO;;;;;;;
244578;42;SC;b;11;;;80;;
244588;46;PE;;;;;;;
244596;32;MG;;;;;;;
244600;40;BA;;;;;;;
244601;31;MG;;;;;;;
244603;7;AL;b;1;;;0;;
244614;9;SP;b;6;3;;0;1578,57;
244630;32;SP;a;;10;16;;132,24;46
244640;45;PR;b;9;;;15;;
244669;43;DF;b;11;;;54;;
244686;9;SP;b;14;;;810;;
244691;35;SP;c;;5;;;314,93;
244695;34;CE;b;12;;;49;;
244709;30;RJ;;;;;;;
244731;45;MG;b;12;5;;30;687,08;
244746;31;SP;c;;4;;;299,97;
244786;39;MG;c;;5;;;76,23;
244816;33;SP;b;11;;;405;;
244828;28;PI;;;;;;;
244831;46;RJ;;;;;;;
244838;32;SP;b;12;;;72;;
244849;39;PE;;;;;;;
244859;46;SP;a;9;;6;6;;345
244870;35;SP;b;6;;;60;;
244908;36;SP;c;;7;;;544,48;
244910;39;SP;;;;;;;
244923;47;ES;c;;10;;;1965,84;
244931;40;RJ;;;;;;;
244944;42;GO;b;26;2;;243;314,93;
244952;29;MA;b;4;;;14;;
244958;45;SP;b;2;3;;21;96,25;
244979;30;RJ;c;;9;;;778,6;
245044;34;RJ;c;;6;;;772,62;
245058;36;PB;b;10;;;420;;
245066;31;CE;;;;;;;
245105;29;BA;;;;;;;
245109;56;MG;;;;;;;
245136;24;PA;b;5;;;10;;
245150;40;MA;b;3;9;;105;0;
245163;39;BA;b;5;3;;9;355,23;
245166;26;PA;;;;;;;
245170;46;SP;b;5;9;;18;726,54;
245174;30;SP;a;7;;8;4;;56
245175;0;SP;;;;;;;
245192;39;DF;a;;14;11;;65,71;60
245194;36;MG;b;2;;;24;;
245207;39;SP;c;;12;;;1940,4;
245239;50;AL;b;11;;;70;;
245243;46;PA;b;4;;;16;;
245252;6;SP;;;;;;;
245272;7;SP;;;;;;;
245279;37;PR;;;;;;;
245284;26;MG;b;15;;;0;;
245332;30;PR;b;9;;;45;;
245343;30;SP;;;;;;;
245367;48;PB;;;;;;;
245406;37;SP;;;;;;;
245415;6;MG;b;6;;;16;;
245424;32;RS;b;4;;;16;;
245427;32;PE;b;17;2;;4;22,44;
245457;36;SE;b;9;;;42;;
245464;41;GO;;;;;;;
245495;36;SE;b;7;14;;175;2594,5;
245506;30;SP;;;;;;;
245513;28;SP;c;;7;;;224,74;
245550;27;BA;b;30;;;26;;
245560;30;SP;c;;13;;;682,68;
245579;6;SP;;;;;;;
245583;32;SP;;;;;;;
245590;33;MT;b;2;;;426;;
245602;6;BA;b;20;13;;2200;1090,56;
245607;8;MT;b;16;5;;369;549,72;
245685;48;SP;b;15;;;744;;
245691;25;MG;;;;;;;
245693;37;RJ;;;;;;;
245703;38;CE;b;9;13;;9;3676,55;
245705;36;BA;a;;16;8;;5537,98;2
245711;36;PB;;;;;;;
245715;35;BA;b;4;;;2;;
245736;42;SP;;;;;;;
245762;48;BA;;;;;;;
245806;3;SP;b;22;11;;925;0;
245829;55;SP;b;24;16;;985;1838,52;
245836;29;SP;;;;;;;
245860;36;PE;;;;;;;
245862;42;RN;b;13;;;37;;
245875;36;BA;b;14;5;;159;834,7;
245883;34;SC;c;;9;;;1507;
245884;39;BA;a;15;;11;30;;0
245888;32;RR;b;23;;;85;;
245890;34;PR;;;;;;;
245904;33;PE;b;6;7;;9;924,48;
245909;43;PB;;;;;;;
245920;46;SP;;;;;;;
245953;50;BA;;;;;;;
245979;55;PE;;;;;;;
245981;32;SP;b;21;14;;540;1767;
245992;51;SP;b;13;8;;70;25,59;
245995;26;AM;a;1;9;16;3;1019,9;329
246015;36;SP;b;14;;;8;;
246048;39;PR;b;15;;;0;;
246052;35;SP;a;14;7;14;72;0;288
246089;1;ES;b;17;25;;0;375,9;
246153;27;AM;;;;;;;
246178;41;MG;b;11;10;;12;1787,6;
246180;39;RS;;;;;;;
246181;37;SP;b;11;2;;760;258,72;
246187;39;MS;;;;;;;
246204;36;MG;;;;;;;
246231;38;ES;a;11;;11;15;;164
246235;26;SP;a;6;;4;5;;120
246244;48;SP;;;;;;;
246249;4;PA;;;;;;;
246284;28;SP;a;7;;7;0;;0
246290;32;MS;b;8;;;189;;
246300;41;SP;a;5;;9;120;;85
246304;40;SP;a;;;11;;;96
246317;33;PE;;;;;;;
246325;44;DF;;;;;;;
246330;31;SP;b;10;6;;24;230,75;
246339;34;RR;;;;;;;
246403;25;SP;c;;13;;;1480,14;
246421;25;SP;c;;8;;;1019,7;
246443;28;AM;a;10;;12;300;;15
246475;34;SP;b;10;;;405;;
246492;34;MG;a;6;3;3;120;1111,28;207
246504;38;SP;c;;13;;;0;
246519;40;AL;b;5;;;0;;
246548;35;PB;;;;;;;
246581;7;MG;c;;8;;;0;
246588;30;RS;a;14;;8;1280;;72
246596;6;RJ;;;;;;;
246598;45;PE;;;;;;;
246602;40;SP;;;;;;;
246604;9;PR;b;6;;;54;;
246606;45;GO;b;9;;;0;;
246666;5;SP;a;6;;11;135;;36
246681;4;PE;;;;;;;
246687;37;SP;a;12;7;13;275;2045,64;44
246715;39;AM;;;;;;;
246717;27;CE;b;11;;;0;;
246743;33;SP;a;5;;10;45;;48
246755;44;PB;;;;;;;
246758;28;SP;;;;;;;
246780;57;ES;a;6;;5;8;;39
246800;27;SP;b;15;6;;39;0;
246812;35;SP;b;10;;;12;;
246818;33;SP;;;;;;;
246848;28;SP;a;;;12;;;36
246899;38;PA;b;3;3;;310;1412,7;
246911;48;SP;;;;;;;
246925;39;SP;b;12;;;19;;
246959;36;PB;c;;15;;;1749,5;
246975;25;SP;;;;;;;
246999;5;SE;a;17;8;3;75;14,69;27
247000;43;PE;;;;;;;
247011;41;SP;;;;;;;
247019;42;PI;;;;;;;
247029;26;MA;;;;;;;
247048;28;BA;b;6;6;;18;99,28;
247049;31;SP;;;;;;;
247055;52;BA;;;;;;;
247063;36;MT;a;4;;17;10;;108
247070;44;RO;;;;;;;
247073;44;SP;;;;;;;
247085;4;RS;;;;;;;
247118;24;CE;;;;;;;
247147;38;MG;b;5;6;;12;462,58;
247209;3;GO;c;;11;;;243,46;
247211;31;RN;;;;;;;
247220;33;MT;b;9;5;;345;0;
247230;53;SP;;;;;;;
247231;38;RN;;;;;;;
247233;23;RS;a;10;6;10;5;1918,6;6
247287;37;SP;;;;;;;
247297;40;MS;b;14;6;;5;1308;
247298;38;SP;c;;9;;;3,3;
247299;33;SP;a;4;9;14;0;119,12;24
247329;38;SP;;;;;;;
247358;51;BA;b;15;;;75;;
247359;37;SP;b;5;14;;30;710,46;
247386;45;PB;b;14;;;740;;
247387;31;AM;b;8;4;;550;75,28;
247402;43;SP;;;;;;;
247417;23;MG;b;7;;;175;;
247431;29;SP;c;;5;;;81;
247441;40;MG;;;;;;;
247452;34;SP;b;9;6;;14;3666,56;
247474;35;PA;b;11;5;;135;729,92;
247480;38;SP;c;;12;;;2691;
247507;28;SP;c;;1;;;85,66;
247509;9;BA;b;11;;;405;;
247523;29;MG;;;;;;;
247529;44;SE;b;10;11;;12;0;
247547;41;MG;;;;;;;
247555;32;SP;b;9;;;280;;
247568;34;SP;;;;;;;
247576;31;SP;b;2;;;24;;
247595;28;MG;;;;;;;
247616;53;SP;;;;;;;
247619;48;SP;c;;8;;;128,7;
247627;38;SP;;;;;;;
247629;29;PE;a;10;;4;12;;24
247631;39;SP;;;;;;;
247647;45;GO;b;4;13;;232;0;
247655;46;AM;b;18;14;;14;281,07;
247691;45;CE;;;;;;;
247751;39;BA;;;;;;;
247753;28;RJ;a;;;5;;;60
247758;33;SP;b;12;;;4;;
247776;31;MG;a;16;;13;0;;20
247777;34;SP;;;;;;;
247785;44;AL;b;9;10;;10;80,82;
247796;27;PB;;;;;;;
247803;23;DF;b;10;4;;135;1795,01;
247837;40;RN;b;7;;;32;;
247849;51;SP;;;;;;;
247851;40;MG;;;;;;;
247852;34;RS;a;8;;11;72;;16
247864;33;CE;b;11;;;6;;
247870;33;RS;;;;;;;
247878;44;BA;b;9;6;;0;838,26;
247946;49;RJ;b;24;;;784;;
247997;32;AM;a;10;;2;45;;3
248000;52;SP;c;;13;;;368,4;
248010;45;SP;;;;;;;
248016;35;SP;;;;;;;
248020;3;PR;b;4;4;;28;75,54;
248023;44;SP;;;;;;;
248038;43;AM;;;;;;;
248053;36;SP;b;2;9;;135;1341;
248068;10;RJ;c;;17;;;65,76;
248070;44;RR;a;11;12;5;63;1601,32;2
248074;39;PA;b;19;;;1085;;
248113;39;SP;c;;9;;;1349,7;
248123;29;SP;c;;11;;;142,1;
248127;44;PI;b;1;7;;5;12,48;
248160;36;MG;a;;3;9;;174,06;24
248187;46;SP;a;;;9;;;80
248192;47;PE;a;8;;6;0;;10
248193;44;AL;c;;11;;;28,68;
248196;56;PE;;;;;;;
248198;43;RJ;;;;;;;
248211;34;GO;a;7;;8;0;;8
248213;30;BA;;;;;;;
248238;34;BA;b;9;9;;184;203,07;
248246;49;RJ;c;;10;;;331,6;
248253;47;DF;;;;;;;
248261;38;SP;c;;10;;;744,84;
248294;32;SC;;;;;;;
248314;37;AM;b;4;;;90;;
248316;35;MG;a;12;;16;16;;58
248317;38;SP;b;15;;;126;;
248334;31;CE;;;;;;;
248339;31;BA;;;;;;;
248397;43;CE;b;2;8;;2350;1957,2;
248430;45;SE;c;;1;;;262,8;
248465;41;PE;b;10;12;;14;2763,95;
248480;2;RN;;;;;;;
248486;7;PE;b;12;;;0;;
248490;52;BA;;;;;;;
248491;33;SP;;;;;;;
248502;57;BA;a;7;6;4;385;461;0
248518;30;MG;a;11;7;5;54;143,46;8
248534;30;MG;a;20;11;11;990;719,82;110
248556;46;SP;;;;;;;
248566;29;CE;a;16;;10;72;;30
248569;26;SP;b;11;;;6;;
248584;37;SP;c;;14;;;972,3;
248586;4;AL;a;11;;9;90;;49
248597;34;SP;a;8;;12;225;;16
248600;48;CE;;;;;;;
248629;9;SP;;;;;;;
248630;46;SP;b;10;;;40;;
248646;32;MG;b;4;9;;8;1813,2;
248655;25;RJ;;;;;;;
248660;8;BA;b;35;;;0;;
248667;36;SC;;;;;;;
248687;26;SP;b;20;;;10;;
248701;34;BA;b;7;;;50;;
248721;33;DF;b;7;;;15;;
248730;44;SP;;;;;;;
248740;35;SP;b;11;;;16;;
248745;8;MG;a;8;;7;10;;150
248746;27;SP;b;10;2;;231;0;
248749;32;SP;a;10;5;10;0;0;170
248750;24;MT;a;16;17;6;485;2551,32;40
248758;29;SP;;;;;;;
248808;27;MS;b;7;;;90;;
248811;30;PA;b;13;;;55;;
248833;48;ES;;;;;;;
248840;54;SP;b;14;9;;8;146,37;
248847;34;DF;;;;;;;
248858;32;SP;a;14;;12;1016;;110
248864;43;RS;b;12;;;231;;
248866;1;PB;;;;;;;
248873;30;CE;;;;;;;
248875;39;PB;b;13;6;;0;2129,1;
248876;38;BA;a;8;15;6;0;895,76;3
248911;6;SE;b;3;1;;12;1183;
248918;35;SP;;;;;;;
248919;31;MT;b;9;;;30;;
248939;41;GO;a;16;6;10;72;3911,76;6
248946;4;RJ;;;;;;;
248996;33;BA;a;11;;9;1;;10
249000;36;SC;;;;;;;
249010;43;SP;b;8;;;460;;
249023;49;SP;c;;7;;;5094;
249030;34;SP;;;;;;;
249037;29;PE;b;8;6;;12;144,96;
249067;44;PB;a;7;9;11;196;1033,56;30
249070;41;MS;b;12;;;0;;
249073;26;MA;;;;;;;
249082;50;RJ;b;2;5;;1290;25,62;
249085;24;SP;;;;;;;
249138;34;DF;b;6;;;475;;
249140;32;MA;b;3;;;24;;
249171;23;SP;c;;5;;;262,96;
249203;30;BA;b;6;3;;3;26,95;
249216;39;RJ;b;10;;;6;;
249228;37;MG;b;7;;;105;;
249257;33;RS;b;5;;;4;;
249267;32;RJ;b;4;8;;52;91,24;
249289;41;RJ;b;5;;;6;;
249312;28;BA;;;;;;;
249335;36;SP;c;;7;;;0;
249377;34;CE;;;;;;;
249391;40;SP;b;7;9;;0;445,69;
249405;47;PB;b;6;;;54;;
249408;57;SP;b;9;;;520;;
249414;20;MS;a;2;;3;24;;9
249422;36;SP;a;;;14;;;96
249425;28;SP;b;14;;;0;;
249429;38;BA;b;18;4;;1215;784,1;
249435;0;SP;a;29;6;8;2304;2138,48;25
249448;2;AL;b;19;;;984;;
249454;8;BA;;;;;;;
249463;45;CE;;;;;;;
249467;51;MG;a;12;;8;9;;54
249482;37;PR;;;;;;;
249488;51;SP;;;;;;;
249498;44;BA;b;6;12;;90;572,64;
249522;38;GO;b;10;7;;146;109,48;
249535;26;SP;;;;;;;
249549;45;BA;b;16;10;;48;3848,46;
249560;43;RJ;b;11;;;16;;
249573;32;SP;;;;;;;
249574;42;RS;;;;;;;
249577;5;RS;b;11;;;20;;
249657;55;SP;;;;;;;
249668;42;SC;;;;;;;
249698;28;RN;a;;;11;;;6
249770;47;RJ;b;9;9;;76;1067,94;
249775;3;PE;b;24;;;45;;
249794;36;SP;b;9;;;340;;
249806;46;CE;;;;;;;
249869;31;MG;;;;;;;
249877;41;RJ;b;15;5;;945;719,84;
249886;43;MG;c;;2;;;449,8;
249894;51;SP;c;;5;;;2266,6;
249914;40;GO;b;10;;;168;;
249916;31;GO;a;17;2;11;72;296,38;84
249938;27;ES;;;;;;;
249965;51;PE;b;8;2;;4;359,12;
249970;8;BA;;;;;;;
249982;39;MG;b;2;8;;16;237,72;
249985;5;BA;;;;;;;
249993;1;AL;;;;;;;
250015;36;PA;;;;;;;
250017;38;BA;c;;11;;;226,95;
250025;34;GO;;;;;;;
250061;39;MS;b;3;2;;65;225,6;
250069;44;AC;;;;;;;
250098;44;CE;;;;;;;
250121;48;RJ;b;16;10;;875;39,9;
250144;41;AP;b;6;4;;45;719,8;
250147;38;SP;b;6;15;;8;4399,1;
250148;43;SP;a;21;19;9;1962;2463,25;20
250158;50;MA;;;;;;;
250159;52;RJ;;;;;;;
250165;51;RJ;;;;;;;
250177;35;RJ;;;;;;;
250192;33;RJ;;;;;;;
250208;32;PA;b;12;8;;28;4798,48;
250227;45;BA;c;;11;;;1332,6;
250232;44;PE;;;;;;;
250270;30;RN;;;;;;;
250311;29;GO;;;;;;;
250315;44;SP;b;29;10;;35;131,96;
250343;42;ES;b;12;12;;0;539,88;
250346;44;SC;;;;;;;
250358;33;PR;b;21;;;860;;
250364;53;SE;b;10;;;30;;
250366;37;BA;b;8;4;;0;1173,1;
250398;52;PE;c;;5;;;508,2;
250430;49;PA;b;31;;;368;;
250431;40;MG;b;3;;;6;;
250446;37;PE;b;17;3;;169;4445,6;
250451;5;MA;b;4;;;30;;
250461;48;GO;;;;;;;
250484;49;RJ;;;;;;;
250500;37;MS;;;;;;;
250511;48;PA;b;11;;;36;;
250519;38;SP;a;;;9;;;180
250540;7;SP;b;13;;;27;;
250548;45;SP;c;;2;;;56,65;
250555;45;SP;a;;;9;;;42
250560;41;DF;b;3;;;36;;
250561;43;SE;b;17;17;;115;4078,8;
250583;28;SP;a;1;;3;7;;54
250584;1;ES;b;12;5;;21;239,28;
250607;36;RS;;;;;;;
250611;29;SP;a;;10;9;;1238,79;70
250612;34;BA;a;9;9;6;24;3194,95;6
250630;29;SP;a;16;;10;0;;0
250657;20;PR;;;;;;;
250695;30;DF;a;;;8;;;18
250696;32;BA;b;14;;;581;;
250697;31;PA;;;;;;;
250709;40;SP;a;;;4;;;138
250752;31;SC;b;11;;;55;;
250820;46;PR;a;6;6;15;585;343;54
250845;40;SP;c;;4;;;671,49;
250859;37;PB;c;;2;;;146,16;
250862;34;PB;;;;;;;
250871;34;SP;b;18;10;;775;359,94;
250875;32;MG;;;;;;;
250879;44;RS;;;;;;;
250893;29;SP;c;;1;;;784,8;
250906;8;SP;;;;;;;
250914;40;CE;b;21;;;36;;
250919;33;MG;b;20;6;;112;12,8;
250937;10;SP;;;;;;;
250945;43;PE;b;13;2;;104;32;
250987;48;SP;b;2;7;;238;4346,3;
251031;40;SP;;;;;;;
251062;38;SP;b;2;6;;3;1398,72;
251068;46;MA;b;6;13;;7;182,24;
251092;48;SP;;;;;;;
251094;35;BA;b;10;3;;45;101,6;
251132;4;SP;;;;;;;
251133;0;SP;;;;;;;
251153;47;ES;;;;;;;
251182;6;MG;;;;;;;
251187;22;RS;b;25;5;;30;307,2;
251212;26;SP;;;;;;;
251214;7;SP;;;;;;;
251220;54;SP;a;;;12;;;95
251262;57;PE;;;;;;;
251272;10;MG;b;7;12;;2840;2969,84;
251282;42;SP;b;13;6;;2240;2777,04;
251288;9;SP;;;;;;;
251314;26;SP;;;;;;;
251337;42;PB;;;;;;;
251344;35;SC;;;;;;;
251373;34;PR;;;;;;;
251374;39;PR;b;6;2;;27;119,98;
251404;50;MS;b;7;;;12;;
251406;43;SP;;;;;;;
251425;32;RJ;;;;;;;
251428;23;RS;b;19;7;;872;314,93;
251456;44;BA;b;11;;;0;;
251464;44;SP;a;12;;14;77;;0
251493;23;SP;b;7;;;0;;
251500;49;SP;;;;;;;
251501;36;GO;b;11;;;280;;
251532;30;MG;;;;;;;
251535;33;PI;b;2;;;150;;
251590;39;BA;b;1;4;;4;558,08;
251596;41;RJ;;;;;;;
251615;31;SP;;;;;;;
251670;23;MG;a;;;13;;;196
251671;36;AL;;;;;;;
251745;48;AP;b;12;11;;85;128,9;
251760;33;CE;a;9;;11;385;;133
251765;34;SP;b;27;15;;420;1365,52;
251774;32;SP;;;;;;;
251784;26;BA;b;2;;;15;;
251819;38;CE;b;3;3;;762;1299,1;
251820;25;BA;b;13;;;0;;
251831;54;SP;b;6;;;90;;
251842;43;RJ;;;;;;;
251848;35;SP;b;13;;;0;;
251881;45;SP;a;;;13;;;266
251905;34;SP;b;6;;;84;;
251912;39;SP;b;9;;;40;;
251948;54;RJ;;;;;;;
251957;36;MG;;;;;;;
251959;34;SP;;;;;;;
251960;29;RO;b;2;;;20;;
251967;36;SP;a;;;8;;;48
251973;9;SP;b;9;;;35;;
251999;45;SP;;;;;;;
252021;45;BA;b;7;11;;5;1372,59;
252025;52;SP;b;4;3;;90;385,41;
252043;41;SP;;;;;;;
252052;46;SP;a;8;11;14;10;664,08;20
252083;7;RS;a;18;;18;1395;;114
252130;54;BA;;;;;;;
252141;41;MS;a;4;9;10;64;1879,45;4
252166;10;SP;b;1;2;;45;175,36;
252173;29;SP;;;;;;;
252187;41;SE;b;12;16;;40;143,74;
252197;47;CE;b;16;;;11;;
252254;41;PA;;;;;;;
252320;40;MG;b;2;11;;12;3929,38;
252321;38;MS;a;6;12;7;220;97,83;48
252324;43;SP;a;;;8;;;8
252325;43;SP;;;;;;;
252347;48;SP;a;6;;6;28;;32
252355;44;CE;;;;;;;
252371;46;SP;a;3;7;8;14;5199,2;9
252372;30;TO;b;15;;;0;;
252382;37;BA;b;8;9;;125;2171,79;
252383;3;PI;;;;;;;
252391;32;SC;a;10;4;10;275;23,31;2
252396;39;MA;b;7;;;12;;
252403;42;RJ;b;13;1;;567;544,95;
252415;25;TO;;;;;;;
252416;45;PE;b;9;14;;0;215,84;
252422;47;CE;b;23;11;;198;235,7;
252440;9;SP;;;;;;;
252445;30;DF;b;11;;;6;;
252469;46;CE;;;;;;;
252479;45;CE;b;14;8;;796;2350;
252494;2;SP;a;6;;12;21;;8
252503;27;MS;a;5;;7;130;;30
252518;26;SP;b;6;;;72;;
252530;42;SP;c;;12;;;0;
252536;29;PR;b;16;4;;690;366,9;
252538;29;RO;b;7;;;405;;
252542;44;RJ;b;8;;;6;;
252543;33;MA;;;;;;;
252547;25;BA;b;18;4;;1850;1912,14;
252554;46;MG;b;12;11;;36;224,95;
252570;38;PR;;;;;;;
252576;32;RR;a;20;;2;18;;32
252591;38;RJ;b;3;11;;4;444,78;
252600;33;SP;;;;;;;
252608;37;MG;a;;6;9;;497,1;2
252616;45;SP;a;;13;2;;2228,1;24
252618;5;SP;b;12;4;;3;368,8;
252644;47;SP;b;9;;;0;;
252647;37;SP;;;;;;;
252650;48;AM;b;5;;;33;;
252671;57;SP;;;;;;;
